Date,Time,Zip_Code,Neighborhood,Police_Zone,Incident_Description,Council_District
2016-12-31,16:28:00,15238,Lincoln-Lemington-Belmar,5,CREDIT CARDS,9
2016-12-30,00:01:00,15219,Central Business District,2,CREDIT CARDS,6
2017-01-06,00:01:00,15210,Carrick,3,CREDIT CARDS,4
2017-01-11,00:01:00,15232,Shadyside,4,CREDIT CARDS,8
2017-01-11,18:45:00,15219,Crawford-Roberts,2,CREDIT CARDS,6
2017-01-03,18:04:00,15206,East Liberty,5,CREDIT CARDS,9
2017-01-10,04:00:00,15220,Westwood,6,CREDIT CARDS,2
2017-01-06,12:00:00,15206,Highland Park,5,CREDIT CARDS,7
2017-01-06,22:15:00,15221,East Hills,5,CREDIT CARDS,9
2016-12-29,23:00:00,15214,Perry North,1,CREDIT CARDS,1
2017-01-06,13:40:00,15219,Crawford-Roberts,2,CREDIT CARDS,6
2017-01-17,13:00:00,15212,Central North Side,1,CREDIT CARDS,
2016-12-29,23:59:00,15213,North Oakland,4,CREDIT CARDS,8
2017-01-03,08:01:00,15216,Beechview,6,CREDIT CARDS,2
2017-01-21,12:00:00,15217,Squirrel Hill South,4,CREDIT CARDS,5
2017-01-11,11:00:00,15207,Hazelwood,4,CREDIT CARDS,5
2017-01-17,13:11:00,15207,Greenfield,4,CREDIT CARDS,5
2017-01-19,13:13:00,15232,Shadyside,4,CREDIT CARDS,8
2017-01-08,00:01:00,15214,Perry South,1,CREDIT CARDS,6
2017-01-23,00:01:00,15207,Hazelwood,4,CREDIT CARDS,5
2017-01-20,18:20:00,15212,East Allegheny,1,CREDIT CARDS,1
2017-01-09,00:01:00,15218,Swisshelm Park,4,CREDIT CARDS,5
2017-01-12,00:01:00,15232,Shadyside,4,CREDIT CARDS,8
2017-01-19,00:01:00,15214,Perry North,1,CREDIT CARDS,1
2017-01-09,20:24:00,15224,Garfield,5,CREDIT CARDS,9
2017-01-20,16:37:00,15222,Central Business District,2,CREDIT CARDS,6
2017-01-04,12:55:00,15213,Central Oakland,4,CRIM MISCHIEF,3
2017-01-08,08:00:00,15201,Central Lawrenceville,2,CRIM MISCHIEF,7
2016-12-27,19:24:00,15216,Beechview,6,CRIM MISCHIEF,4
2016-12-28,10:00:00,15203,South Side Slopes,3,CRIM MISCHIEF,3
2016-12-29,18:05:00,15206,East Liberty,5,CRIM MISCHIEF,9
2016-12-29,00:30:00,15203,South Side Flats,3,CRIM MISCHIEF,3
2016-12-31,05:05:00,15210,Carrick,3,CRIM MISCHIEF,4
2016-12-31,07:00:00,15204,Crafton Heights,6,CRIM MISCHIEF,2
2016-12-31,07:00:00,15210,Carrick,3,CRIM MISCHIEF,4
2016-12-28,09:30:00,15203,East Liberty,3,CRIM MISCHIEF,3
2017-01-01,16:57:00,15210,Bon Air,3,CRIM MISCHIEF,3
2016-12-30,17:12:00,15226,Brookline,6,CRIM MISCHIEF,4
2016-12-31,12:00:00,15204,Sheraden,6,CRIM MISCHIEF,2
2017-01-03,06:30:00,15222,Strip District,2,CRIM MISCHIEF,7
2016-12-27,08:00:00,15218,Swisshelm Park,4,CRIM MISCHIEF,5
2017-01-01,08:30:00,15203,South Side Slopes,3,CRIM MISCHIEF,3
2017-01-03,13:42:00,15221,Point Breeze,4,CRIM MISCHIEF,9
2017-01-02,12:20:00,15210,Beltzhoover,3,CRIM MISCHIEF,4
2017-01-01,01:00:00,15210,Knoxville,3,CRIM MISCHIEF,3
2016-12-31,21:05:00,15203,South Side Slopes,3,CRIM MISCHIEF,3
2017-01-01,09:00:00,15210,Allentown,3,CRIM MISCHIEF,3
2017-01-01,15:50:00,15210,Knoxville,3,CRIM MISCHIEF,
2016-12-28,23:00:00,15208,Homewood West,5,CRIM MISCHIEF,9
2017-01-06,19:00:00,15219,Middle Hill,2,CRIM MISCHIEF,6
2017-01-07,02:10:00,15203,South Side Flats,3,CRIM MISCHIEF,3
2016-12-30,08:50:00,15203,South Side Slopes,3,CRIM MISCHIEF,3
2017-01-09,10:45:00,15208,Homewood South,5,CRIM MISCHIEF,9
2017-01-12,00:16:00,15226,Brookline,6,CRIM MISCHIEF,4
2017-01-01,10:15:00,15219,Central Business District,2,CRIM MISCHIEF,6
2016-12-30,15:30:00,15203,South Side Flats,3,CRIM MISCHIEF,3
2017-01-04,12:00:00,15203,South Side Flats,3,CRIM MISCHIEF,3
2017-01-06,09:50:00,15213,North Oakland,4,CRIM MISCHIEF,6
2017-01-06,10:30:00,15221,East Hills,5,CRIM MISCHIEF,9
2017-01-07,18:40:00,15203,South Side Flats,3,CRIM MISCHIEF,3
2017-01-07,23:00:00,15210,Allentown,3,CRIM MISCHIEF,3
2016-12-28,10:00:00,15227,Carrick,3,CRIM MISCHIEF,4
2016-12-28,09:00:00,15203,South Side Flats,3,CRIM MISCHIEF,3
2017-01-09,17:30:00,15203,South Side Flats,3,CRIM MISCHIEF,3
2016-12-26,18:20:00,15208,Point Breeze North,4,CRIM MISCHIEF,9
2017-01-07,02:10:00,15203,South Side Flats,3,CRIM MISCHIEF,3
2016-12-29,14:30:00,15213,Central Oakland,4,CRIM MISCHIEF,3
2017-01-01,20:30:00,15213,Shadyside,4,CRIM MISCHIEF,8
2016-12-30,10:00:00,15203,South Side Flats,3,CRIM MISCHIEF,3
2016-12-30,12:00:00,15213,Terrace Village,2,CRIM MISCHIEF,6
2017-01-11,14:00:00,15212,Brighton Heights,1,CRIM MISCHIEF,1
2017-01-11,17:00:00,15217,Squirrel Hill South,4,CRIM MISCHIEF,5
2017-01-01,10:30:00,15203,South Side Flats,3,CRIM MISCHIEF,3
2016-12-27,06:00:00,15213,Central Oakland,4,CRIM MISCHIEF,3
2017-01-11,09:00:00,15219,Bedford Dwellings,2,CRIM MISCHIEF,6
2017-01-11,07:00:00,15221,Homewood South,5,CRIM MISCHIEF,9
2016-12-27,09:45:00,15216,Beechview,6,CRIM MISCHIEF,4
2016-12-27,06:30:00,15212,North Shore,1,CRIM MISCHIEF,1
2016-12-26,22:00:00,15206,Lincoln-Lemington-Belmar,5,CRIM MISCHIEF,9
2017-01-12,01:47:00,15219,Bluff,2,CRIM MISCHIEF,6
2016-12-26,17:25:00,15212,Brighton Heights,1,CRIM MISCHIEF,
2017-01-12,02:43:00,15203,South Side Slopes,3,CRIM MISCHIEF,3
2017-01-08,00:55:00,15210,Allentown,3,CRIM MISCHIEF,3
2016-12-29,10:00:00,15217,Squirrel Hill South,4,CRIM MISCHIEF,5
2016-12-28,07:30:00,15214,Perry North,1,CRIM MISCHIEF,1
2016-12-28,11:40:00,15212,Spring Hill-City View,1,CRIM MISCHIEF,1
2016-12-28,12:33:00,15208,Homewood North,5,CRIM MISCHIEF,9
2016-12-31,06:15:00,15212,Fineview,1,CRIM MISCHIEF,6
2017-01-11,09:15:00,15214,Perry North,1,CRIM MISCHIEF,1
2016-12-26,11:47:00,15203,Allentown,3,CRIM MISCHIEF,3
2016-12-26,08:00:00,15206,Larimer,5,CRIM MISCHIEF,9
2016-12-27,22:30:00,15208,Point Breeze North,4,CRIM MISCHIEF,9
2016-12-28,15:50:00,15212,Allegheny Center,1,CRIM MISCHIEF,1
2017-01-03,22:50:00,15217,Greenfield,4,CRIM MISCHIEF,5
2016-12-29,01:41:00,15203,South Side Flats,3,CRIM MISCHIEF,3
2016-12-29,06:56:00,15221,East Hills,5,CRIM MISCHIEF,9
2016-12-27,09:00:00,15211,Duquesne Heights,3,CRIM MISCHIEF,2
2016-12-27,19:00:00,15213,South Oakland,4,CRIM MISCHIEF,6
2017-01-04,09:00:00,15210,Allentown,3,CRIM MISCHIEF,3
2016-12-29,17:00:00,15212,Central North Side,1,CRIM MISCHIEF,1
2016-12-30,22:45:00,15219,Central Business District,2,CRIM MISCHIEF,6
2017-01-03,08:49:00,15210,Knoxville,3,CRIM MISCHIEF,3
2017-01-02,20:00:00,15203,South Side Flats,3,CRIM MISCHIEF,3
2017-01-09,04:30:00,15210,Knoxville,3,CRIM MISCHIEF,3
2017-01-06,16:30:00,15213,Bloomfield,5,CRIM MISCHIEF,7
2017-01-09,10:30:00,15203,South Side Flats,3,CRIM MISCHIEF,3
2017-01-09,09:00:00,15210,Carrick,3,CRIM MISCHIEF,4
2016-12-26,07:30:00,15213,West Oakland,4,CRIM MISCHIEF,6
2017-01-02,08:15:00,15203,South Side Flats,3,CRIM MISCHIEF,3
2017-01-02,21:53:00,15213,Terrace Village,2,CRIM MISCHIEF,6
2017-01-03,20:30:00,15214,Perry South,1,CRIM MISCHIEF,6
2016-12-30,05:05:00,15210,Allentown,3,CRIM MISCHIEF,3
2017-01-04,10:50:00,15207,Hazelwood,4,CRIM MISCHIEF,5
2017-01-10,19:43:00,15226,Brookline,6,CRIM MISCHIEF,4
2017-01-11,00:11:00,15220,Elliott,6,CRIM MISCHIEF,2
2017-01-02,16:30:00,15210,Bon Air,3,CRIM MISCHIEF,4
2017-01-07,08:00:00,15226,Brookline,6,CRIM MISCHIEF,4
2016-12-27,11:00:00,15212,Central North Side,1,CRIM MISCHIEF,6
2016-12-27,12:30:00,15219,Central Business District,2,CRIM MISCHIEF,6
2017-01-11,07:40:00,15214,Perry North,1,CRIM MISCHIEF,1
2017-01-11,07:40:00,15214,Perry North,1,CRIM MISCHIEF,1
2017-01-03,12:15:00,15205,Crafton Heights,6,CRIM MISCHIEF,2
2017-01-08,23:09:00,15221,Homewood South,5,CRIM MISCHIEF,9
2016-12-29,16:33:00,15219,West Oakland,4,CRIM MISCHIEF,2
2017-01-03,21:00:00,15217,Squirrel Hill South,4,CRIM MISCHIEF,5
2016-12-28,12:00:00,15217,Squirrel Hill North,4,CRIM MISCHIEF,5
2016-12-29,13:30:00,15205,Crafton Heights,6,CRIM MISCHIEF,2
2016-12-30,15:21:00,15203,South Side Flats,3,CRIM MISCHIEF,3
2017-01-05,11:23:00,15204,Sheraden,6,CRIM MISCHIEF,2
2017-01-08,07:50:00,15211,Mount Washington,3,CRIM MISCHIEF,2
2017-01-08,07:00:00,15219,Middle Hill,2,CRIM MISCHIEF,6
2017-01-09,19:35:00,15210,Central Business District,3,CRIM MISCHIEF,
2017-01-09,18:30:00,15206,Homewood North,5,CRIM MISCHIEF,9
2017-01-11,09:00:00,15204,Sheraden,6,CRIM MISCHIEF,2
2017-01-07,20:50:00,15203,South Side Slopes,3,CRIM MISCHIEF,3
2017-01-09,15:44:00,15232,Friendship,5,CRIM MISCHIEF,7
2017-01-09,08:00:00,15232,Shadyside,4,CRIM MISCHIEF,8
2017-01-10,08:30:00,15210,Knoxville,3,CRIM MISCHIEF,3
2017-01-08,16:17:00,15210,Beltzhoover,3,CRIM MISCHIEF,4
2016-12-26,09:44:00,15212,Allegheny Center,1,CRIM MISCHIEF,1
2016-12-27,15:45:00,15212,East Allegheny,1,CRIM MISCHIEF,1
2016-12-31,00:57:00,15212,Brighton Heights,1,CRIM MISCHIEF,1
2016-12-28,15:30:00,15212,Allegheny Center,1,CRIM MISCHIEF,1
2016-12-26,02:08:00,15208,Homewood West,5,CRIM MISCHIEF,8
2016-12-30,19:47:00,15219,Middle Hill,2,CRIM MISCHIEF,6
2017-01-01,11:15:00,15210,South Side Slopes,3,CRIM MISCHIEF,3
2016-12-29,11:00:00,15221,East Hills,5,CRIM MISCHIEF,9
2016-12-30,21:57:00,15221,East Hills,5,CRIM MISCHIEF,9
2016-12-31,20:20:00,15221,East Hills,5,CRIM MISCHIEF,9
2017-01-02,00:19:00,15210,Knoxville,3,CRIM MISCHIEF,3
2017-01-01,23:54:00,15210,Knoxville,3,CRIM MISCHIEF,3
2017-01-01,23:54:00,15210,Knoxville,3,CRIM MISCHIEF,3
2016-12-28,20:05:00,15219,Bluff,2,CRIM MISCHIEF,6
2016-12-28,16:35:00,15207,Hazelwood,4,CRIM MISCHIEF,5
2016-12-28,09:30:00,15212,Marshall-Shadeland,1,CRIM MISCHIEF,1
2016-12-28,18:18:00,15212,Central North Side,1,CRIM MISCHIEF,1
2017-01-01,20:00:00,15219,Central Business District,2,CRIM MISCHIEF,6
2017-01-01,21:00:00,15203,South Side Flats,3,CRIM MISCHIEF,3
2017-01-03,02:45:00,15222,Central Business District,2,CRIM MISCHIEF,6
2017-01-01,16:05:00,15201,Upper Lawrenceville,2,CRIM MISCHIEF,7
2017-01-02,08:15:00,15203,South Side Flats,3,CRIM MISCHIEF,3
2016-12-31,01:00:00,15206,Garfield,5,CRIM MISCHIEF,9
2017-01-01,09:00:00,15203,South Side Slopes,3,CRIM MISCHIEF,3
2017-01-04,14:52:00,15210,Knoxville,3,CRIM MISCHIEF,3
2017-01-07,11:12:00,15212,East Allegheny,1,CRIM MISCHIEF,1
2017-01-02,01:00:00,15203,South Side Flats,3,CRIM MISCHIEF,3
2017-01-06,04:39:00,15212,Marshall-Shadeland,1,CRIM MISCHIEF,1
2017-01-11,07:30:00,15210,Carrick,3,CRIM MISCHIEF,4
2017-01-07,03:54:00,15213,Central Oakland,4,CRIM MISCHIEF,3
2017-01-09,14:08:00,15211,Mount Washington,3,CRIM MISCHIEF,3
2017-01-05,12:32:00,15210,Knoxville,3,CRIM MISCHIEF,3
2017-01-24,15:30:00,15213,Terrace Village,2,CRIM MISCHIEF,6
2017-01-24,18:00:00,15222,Central Business District,2,CRIM MISCHIEF,6
2017-01-24,20:00:00,15213,South Oakland,4,CRIM MISCHIEF,3
2017-01-12,14:00:00,15216,Beechview,6,CRIM MISCHIEF,4
2017-01-14,11:30:00,15224,Bloomfield,5,CRIM MISCHIEF,7
2017-01-15,10:00:00,15203,South Side Flats,3,CRIM MISCHIEF,3
2017-01-13,14:30:00,15208,Homewood South,5,CRIM MISCHIEF,9
2017-01-17,16:15:00,15212,Brighton Heights,1,CRIM MISCHIEF,1
2017-01-08,15:30:00,15206,Lincoln-Lemington-Belmar,5,CRIM MISCHIEF,9
2017-01-22,03:11:00,15212,Troy Hill,1,CRIM MISCHIEF,1
2017-01-22,18:16:00,15212,Central North Side,1,CRIM MISCHIEF,6
2017-01-23,14:30:00,15203,South Side Flats,3,CRIM MISCHIEF,3
2017-01-23,08:00:00,15212,Central North Side,1,CRIM MISCHIEF,6
2017-01-17,07:20:00,15203,South Side Flats,3,CRIM MISCHIEF,3
2017-01-23,18:10:00,15222,Central Business District,2,CRIM MISCHIEF,6
2017-01-09,13:00:00,15216,Beechview,6,CRIM MISCHIEF,4
2017-01-19,17:15:00,15212,Marshall-Shadeland,1,CRIM MISCHIEF,1
2017-01-13,02:21:00,15203,South Side Slopes,3,CRIM MISCHIEF,3
2017-01-15,19:06:00,15210,Carrick,3,CRIM MISCHIEF,4
2017-01-15,12:00:00,15206,Shadyside,4,CRIM MISCHIEF,8
2017-01-14,14:30:00,15216,Beechview,6,CRIM MISCHIEF,4
2017-01-14,22:10:00,15210,Knoxville,3,CRIM MISCHIEF,3
2017-01-17,20:05:00,15219,Bluff,2,CRIM MISCHIEF,6
2017-01-18,16:50:00,15214,Northview Heights,1,CRIM MISCHIEF,1
2017-01-16,21:02:00,15210,Knoxville,3,CRIM MISCHIEF,3
2017-01-18,20:30:00,15214,Summer Hill,1,CRIM MISCHIEF,1
2017-01-21,18:10:00,15213,Bloomfield,5,CRIM MISCHIEF,7
2017-01-16,07:00:00,15203,South Side Slopes,3,CRIM MISCHIEF,3
2017-01-21,20:00:00,15212,Central North Side,1,CRIM MISCHIEF,6
2017-01-18,23:51:00,15210,Knoxville,3,CRIM MISCHIEF,3
2017-01-19,06:40:00,15203,South Side Flats,3,CRIM MISCHIEF,3
2017-01-19,14:20:00,15210,Knoxville,3,CRIM MISCHIEF,3
2017-01-16,08:45:00,15210,Allentown,3,CRIM MISCHIEF,3
2017-01-16,07:30:00,15203,South Side Flats,3,CRIM MISCHIEF,3
2017-01-23,09:23:00,15222,Central Business District,2,CRIM MISCHIEF,6
2017-01-18,11:50:00,15220,West End,6,CRIM MISCHIEF,2
2017-01-24,12:00:00,15213,South Oakland,4,CRIM MISCHIEF,6
2017-01-24,11:00:00,15213,South Oakland,4,CRIM MISCHIEF,6
2017-01-18,08:00:00,15219,Central Business District,2,CRIM MISCHIEF,6
2017-01-18,09:00:00,15226,Brookline,6,CRIM MISCHIEF,4
2017-01-17,08:30:00,15210,Knoxville,3,CRIM MISCHIEF,3
2017-01-23,08:30:00,15208,Homewood North,5,CRIM MISCHIEF,9
2017-01-17,09:45:00,15212,North Shore,1,CRIM MISCHIEF,1
2017-01-14,23:30:00,15222,Central Business District,2,CRIM MISCHIEF,6
2017-01-12,19:03:00,15205,Westwood,6,CRIM MISCHIEF,2
2017-01-13,15:35:00,15219,Crawford-Roberts,2,CRIM MISCHIEF,6
2017-01-14,23:00:00,15212,Central North Side,1,CRIM MISCHIEF,1
2017-01-13,10:20:00,15224,Bloomfield,5,CRIM MISCHIEF,9
2017-01-14,09:30:00,15204,Esplen,6,CRIM MISCHIEF,2
2017-01-14,12:00:00,15232,Shadyside,4,CRIM MISCHIEF,8
2017-01-15,09:30:00,15207,Greenfield,4,CRIM MISCHIEF,5
2017-01-18,17:00:00,15234,Overbrook,3,CRIM MISCHIEF,4
2017-01-18,16:37:00,15212,Brighton Heights,1,CRIM MISCHIEF,1
2017-01-19,01:30:00,15210,Beltzhoover,3,CRIM MISCHIEF,3
2017-01-18,06:30:00,15206,Lincoln-Lemington-Belmar,5,CRIM MISCHIEF,9
2017-01-22,00:10:00,15203,South Side Flats,3,CRIM MISCHIEF,3
2017-01-13,08:50:00,15203,South Side Slopes,3,CRIM MISCHIEF,3
2017-01-22,11:50:00,15203,South Side Flats,3,CRIM MISCHIEF,3
2017-01-20,14:30:00,15203,South Side Flats,3,CRIM MISCHIEF,3
2017-01-23,12:37:00,15214,Fineview,1,CRIM MISCHIEF,1
2017-01-21,13:00:00,15214,Perry South,1,CRIM MISCHIEF,6
2017-01-18,18:00:00,15214,Perry South,1,CRIM MISCHIEF,6
2017-01-16,07:30:00,15203,South Side Flats,3,CRIM MISCHIEF,3
2017-01-13,19:04:00,15204,Sheraden,6,CRIM MISCHIEF,2
2017-01-12,10:13:00,15214,Perry North,1,CRIM MISCHIEF,1
2017-01-24,09:00:00,15203,South Side Flats,3,CRIM MISCHIEF,3
2017-01-16,18:00:00,15208,Homewood South,5,CRIM MISCHIEF,9
2017-01-12,23:45:00,15204,Sheraden,6,CRIM MISCHIEF,2
2017-01-15,01:57:00,15203,South Side Flats,3,CRIM MISCHIEF,3
2017-01-19,07:40:00,15219,Crawford-Roberts,2,CRIM MISCHIEF,6
2017-01-12,23:38:00,15212,Allegheny Center,1,CRIM MISCHIEF,1
2017-01-21,16:30:00,15213,North Oakland,4,CRIM MISCHIEF,8
2017-01-14,11:30:00,15213,Shadyside,4,CRIM MISCHIEF,8
2016-12-28,21:05:00,15212,North Shore,1,CRIM MISCHIEF,1
2017-01-18,10:00:00,15204,Crafton Heights,6,CRIM MISCHIEF,2
2017-01-14,09:00:00,15213,Upper Hill,2,CRIM MISCHIEF,6
2017-01-04,14:30:00,15210,Allentown,3,CRIM MISCHIEF,3
2017-01-19,12:00:00,15207,Hays,4,CRIM MISCHIEF,5
2017-01-19,17:00:00,15224,Bloomfield,5,CRIM MISCHIEF,7
2017-01-19,08:10:00,15204,Windgap,6,CRIM MISCHIEF,2
2017-01-19,08:30:00,15212,Troy Hill,1,CRIM MISCHIEF,1
2017-01-18,15:00:00,15212,Spring Hill-City View,1,CRIM MISCHIEF,1
2017-01-17,09:40:00,15208,Homewood South,5,CRIM MISCHIEF,9
2017-01-19,17:30:00,15222,Central Business District,2,CRIM MISCHIEF,6
2017-01-21,07:30:00,15213,Bloomfield,5,CRIM MISCHIEF,7
2017-01-12,12:00:00,15219,Central Business District,2,CRIM MISCHIEF,6
2017-01-22,05:40:00,15222,Strip District,2,CRIM MISCHIEF,7
2017-01-23,03:16:00,15220,Crafton Heights,6,CRIM MISCHIEF,2
2017-01-20,14:30:00,15210,Knoxville,3,CRIM MISCHIEF,3
2017-01-15,01:57:00,15203,South Side Flats,3,CRIM MISCHIEF,3
2017-01-21,03:25:00,15206,East Liberty,5,CRIM MISCHIEF,7
2017-01-22,13:00:00,15224,Bloomfield,5,CRIM MISCHIEF,7
2017-01-23,06:00:00,15222,Strip District,2,CRIM MISCHIEF,7
2017-01-23,18:30:00,15219,Polish Hill,2,CRIM MISCHIEF,7
2017-01-14,11:00:00,15210,Carrick,3,CRIM MISCHIEF,4
2017-01-23,22:00:00,15226,Bon Air,3,CRIM MISCHIEF,4
2017-01-23,23:30:00,15216,Beechview,6,CRIM MISCHIEF,4
2017-01-14,04:00:00,15221,East Hills,5,CRIM MISCHIEF,
2017-01-03,13:10:00,15213,South Oakland,4,CRIM MISCHIEF (GRAFFITI),6
2017-01-03,13:00:00,15213,South Oakland,4,CRIM MISCHIEF (GRAFFITI),6
2017-01-04,12:40:00,15213,Central Oakland,4,CRIM MISCHIEF (GRAFFITI),3
2017-01-04,12:45:00,15213,Central Oakland,4,CRIM MISCHIEF (GRAFFITI),3
2017-01-04,12:50:00,15213,Central Oakland,4,CRIM MISCHIEF (GRAFFITI),3
2017-01-04,13:00:00,15217,Squirrel Hill South,4,CRIM MISCHIEF (GRAFFITI),5
2016-12-31,08:10:00,15213,Central Oakland,4,CRIM MISCHIEF (GRAFFITI),3
2016-12-31,08:30:00,15232,Shadyside,4,CRIM MISCHIEF (GRAFFITI),8
2016-12-31,08:45:00,15217,Squirrel Hill South,4,CRIM MISCHIEF (GRAFFITI),5
2016-12-31,11:00:00,15217,Greenfield,4,CRIM MISCHIEF (GRAFFITI),5
2016-12-31,10:45:00,15217,Squirrel Hill South,4,CRIM MISCHIEF (GRAFFITI),5
2016-12-31,10:50:00,15217,Squirrel Hill South,4,CRIM MISCHIEF (GRAFFITI),5
2016-12-31,10:40:00,15217,Squirrel Hill South,4,CRIM MISCHIEF (GRAFFITI),5
2016-12-28,18:15:00,15233,Manchester,1,CRIM MISCHIEF (GRAFFITI),6
2017-01-05,13:05:00,15232,Shadyside,4,CRIM MISCHIEF (GRAFFITI),8
2017-01-05,13:00:00,15232,Shadyside,4,CRIM MISCHIEF (GRAFFITI),8
2017-01-05,12:50:00,15213,North Oakland,4,CRIM MISCHIEF (GRAFFITI),8
2017-01-03,12:55:00,15213,South Oakland,4,CRIM MISCHIEF (GRAFFITI),6
2017-01-03,12:40:00,15213,South Oakland,4,CRIM MISCHIEF (GRAFFITI),6
2017-01-03,12:10:00,15217,Central Oakland,4,CRIM MISCHIEF (GRAFFITI),5
2017-01-04,12:20:00,15213,South Oakland,4,CRIM MISCHIEF (GRAFFITI),3
2017-01-04,12:20:00,15213,West Oakland,5,CRIM MISCHIEF (GRAFFITI),3
2017-01-04,12:35:00,15213,Central Oakland,4,CRIM MISCHIEF (GRAFFITI),3
2017-01-05,12:45:00,15213,North Oakland,4,CRIM MISCHIEF (GRAFFITI),8
2017-01-05,12:30:00,15213,North Oakland,4,CRIM MISCHIEF (GRAFFITI),8
2017-01-06,11:20:00,15217,Greenfield,4,CRIM MISCHIEF (GRAFFITI),5
2017-01-06,12:10:00,15213,South Oakland,4,CRIM MISCHIEF (GRAFFITI),
2017-01-06,12:20:00,15207,Hazelwood,4,CRIM MISCHIEF (GRAFFITI),5
2017-01-06,12:25:00,15207,Hazelwood,4,CRIM MISCHIEF (GRAFFITI),5
2017-01-06,12:50:00,15207,Lincoln Place,4,CRIM MISCHIEF (GRAFFITI),5
2017-01-05,13:50:00,15217,Point Breeze,4,CRIM MISCHIEF (GRAFFITI),5
2017-01-05,13:15:00,15232,Shadyside,4,CRIM MISCHIEF (GRAFFITI),8
2017-01-09,10:30:00,15201,Central Business District,2,CRIM MISCHIEF (GRAFFITI),
2017-01-09,08:00:00,15213,North Oakland,4,CRIM MISCHIEF (GRAFFITI),8
2017-01-02,23:00:00,15201,Central Lawrenceville,2,CRIM MISCHIEF (GRAFFITI),7
2016-12-29,13:50:00,15213,South Oakland,4,CRIM MISCHIEF (GRAFFITI),6
2016-12-29,14:00:00,15213,South Oakland,4,CRIM MISCHIEF (GRAFFITI),3
2016-12-29,14:10:00,15213,South Oakland,4,CRIM MISCHIEF (GRAFFITI),3
2016-12-29,14:20:00,15213,Central Oakland,4,CRIM MISCHIEF (GRAFFITI),3
2016-12-29,14:35:00,15213,Central Oakland,4,CRIM MISCHIEF (GRAFFITI),3
2016-12-29,14:40:00,15213,Central Oakland,4,CRIM MISCHIEF (GRAFFITI),3
2016-12-29,14:45:00,15213,Central Oakland,4,CRIM MISCHIEF (GRAFFITI),3
2016-12-29,14:50:00,15213,Central Oakland,4,CRIM MISCHIEF (GRAFFITI),3
2016-12-29,15:00:00,15213,Central Oakland,4,CRIM MISCHIEF (GRAFFITI),3
2016-12-29,15:10:00,15213,West Oakland,4,CRIM MISCHIEF (GRAFFITI),6
2016-12-29,15:15:00,15213,West Oakland,4,CRIM MISCHIEF (GRAFFITI),6
2016-12-29,15:20:00,15213,West Oakland,4,CRIM MISCHIEF (GRAFFITI),6
2016-12-29,15:25:00,15213,North Oakland,4,CRIM MISCHIEF (GRAFFITI),8
2016-12-29,15:30:00,15213,North Oakland,4,CRIM MISCHIEF (GRAFFITI),6
2016-12-29,15:35:00,15213,North Oakland,4,CRIM MISCHIEF (GRAFFITI),6
2016-12-29,15:45:00,15213,North Oakland,4,CRIM MISCHIEF (GRAFFITI),6
2016-12-29,13:55:00,15213,South Oakland,4,CRIM MISCHIEF (GRAFFITI),3
2016-12-29,14:40:00,15213,Central Oakland,4,CRIM MISCHIEF (GRAFFITI),3
2016-12-29,15:00:00,15213,Central Oakland,4,CRIM MISCHIEF (GRAFFITI),3
2016-12-29,15:20:00,15213,Central Oakland,4,CRIM MISCHIEF (GRAFFITI),3
2016-12-28,11:05:00,15213,North Oakland,4,CRIM MISCHIEF (GRAFFITI),8
2017-01-10,12:10:00,15206,Shadyside,4,CRIM MISCHIEF (GRAFFITI),8
2017-01-10,12:00:00,15232,Shadyside,4,CRIM MISCHIEF (GRAFFITI),9
2016-12-28,08:00:00,15201,Lower Lawrenceville,2,CRIM MISCHIEF (GRAFFITI),7
2016-12-27,08:00:00,15207,Lincoln Place,4,CRIM MISCHIEF (GRAFFITI),5
2017-01-10,11:40:00,15217,Squirrel Hill South,4,CRIM MISCHIEF (GRAFFITI),5
2017-01-10,11:30:00,15217,Squirrel Hill South,4,CRIM MISCHIEF (GRAFFITI),5
2017-01-10,10:50:00,15217,Squirrel Hill North,4,CRIM MISCHIEF (GRAFFITI),5
2017-01-08,12:00:00,15233,Central North Side,1,CRIM MISCHIEF (GRAFFITI),1
2016-12-29,16:20:00,15217,Squirrel Hill South,4,CRIM MISCHIEF (GRAFFITI),5
2016-12-27,14:30:00,15219,Central Business District,2,CRIM MISCHIEF (GRAFFITI),6
2016-12-29,09:58:00,15212,Allegheny Center,1,CRIM MISCHIEF (GRAFFITI),1
2016-12-30,13:57:00,15217,Squirrel Hill South,4,CRIM MISCHIEF (GRAFFITI),5
2016-12-30,13:58:00,15217,Squirrel Hill South,4,CRIM MISCHIEF (GRAFFITI),5
2016-12-30,15:10:00,15213,Central Oakland,4,CRIM MISCHIEF (GRAFFITI),3
2016-12-30,15:30:00,15213,Central Oakland,4,CRIM MISCHIEF (GRAFFITI),3
2016-12-30,15:35:00,15213,Central Oakland,4,CRIM MISCHIEF (GRAFFITI),3
2016-12-30,15:40:00,15213,Central Oakland,4,CRIM MISCHIEF (GRAFFITI),3
2016-12-30,15:48:00,15213,North Oakland,4,CRIM MISCHIEF (GRAFFITI),8
2017-01-06,12:00:00,15203,South Side Flats,3,CRIM MISCHIEF (GRAFFITI),3
2016-12-27,08:00:00,15207,Lincoln Place,4,CRIM MISCHIEF (GRAFFITI),5
2017-01-24,11:20:00,15213,South Oakland,4,CRIM MISCHIEF (GRAFFITI),3
